incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
power_outage,high,294,2026-05-16 09:38:00.036966,32.58,29713.86
water_pressure_drop,medium,26,2026-05-16 10:21:27.036966,2.55,799.41
water_pressure_drop,critical,455,2026-05-16 10:47:04.036966,55.02,59489.54
water_pressure_drop,high,303,2026-05-16 11:22:32.036966,10.0,5740.72
tank_overflow,high,413,2026-05-16 12:05:58.036966,13.25,9711.47
power_outage,low,27,2026-05-16 13:14:21.036966,1.53,458.25
abnormal_infrastructure,medium,59,2026-05-16 13:25:12.036966,3.91,1367.98
tank_overflow,critical,1715,2026-05-16 13:44:13.036966,53.24,76964.31
tank_overflow,medium,70,2026-05-16 14:51:47.036966,4.76,1957.09
power_overload,critical,2325,2026-05-16 15:08:49.036966,36.72,61889.78
power_overload,low,29,2026-05-16 16:23:17.036966,1.59,649.45
power_outage,high,570,2026-05-16 17:39:39.036966,22.49,20325.54
tank_overflow,critical,518,2026-05-16 18:56:19.036966,35.66,51607.43
water_pressure_drop,low,20,2026-05-16 20:06:16.036966,1.14,348.09
power_overload,low,16,2026-05-16 20:23:09.036966,1.75,552.93
water_shortage,critical,2532,2026-05-16 20:24:50.036966,47.27,62681.99
power_outage,critical,715,2026-05-16 20:46:30.036966,15.95,28813.29
power_outage,critical,1687,2026-05-16 21:56:47.036966,73.6,132820.71
water_shortage,low,34,2026-05-16 22:38:02.036966,1.26,310.41
water_pressure_drop,critical,944,2026-05-16 23:16:03.036966,33.38,36176.76
abnormal_infrastructure,high,472,2026-05-17 00:27:04.036966,9.2,5844.61
abnormal_infrastructure,medium,90,2026-05-17 01:25:29.036966,2.29,827.38
power_outage,low,39,2026-05-17 02:19:39.036966,1.78,621.89
abnormal_infrastructure,medium,83,2026-05-17 02:43:34.036966,2.88,1031.76
power_overload,critical,2494,2026-05-17 02:58:39.036966,40.35,68024.26
tank_overflow,critical,2266,2026-05-17 03:42:42.036966,48.63,70143.69
power_outage,high,343,2026-05-17 03:52:24.036966,16.51,15058.2
abnormal_infrastructure,critical,632,2026-05-17 03:57:20.036966,21.5,25916.42
water_shortage,low,42,2026-05-17 06:06:39.036966,2.43,565.29
abnormal_infrastructure,medium,46,2026-05-17 07:04:34.036966,2.57,1135.68
water_shortage,low,31,2026-05-17 08:03:29.036966,2.46,600.37
water_pressure_drop,low,5,2026-05-17 08:16:35.036966,1.05,407.34
power_outage,high,663,2026-05-17 08:48:36.036966,18.41,16713.39
water_pressure_drop,high,172,2026-05-17 09:21:29.036966,6.05,3477.25
power_outage,high,595,2026-05-17 09:33:19.036966,42.32,38382.69
water_pressure_drop,low,20,2026-05-17 10:29:25.036966,1.08,458.38
water_shortage,high,684,2026-05-17 10:37:33.036966,11.33,7929.48
power_outage,medium,123,2026-05-17 10:45:11.036966,5.95,2753.72
water_shortage,critical,3667,2026-05-17 11:01:19.036966,45.14,59909.44
tank_overflow,critical,2011,2026-05-17 11:11:17.036966,16.88,24517.75
power_overload,medium,28,2026-05-17 12:34:58.036966,3.08,1411.16
power_overload,medium,102,2026-05-17 13:20:24.036966,3.37,1910.64
abnormal_infrastructure,low,10,2026-05-17 13:24:50.036966,3.03,776.09
power_overload,medium,39,2026-05-17 13:44:49.036966,5.58,2446.11
power_outage,critical,1014,2026-05-17 14:24:51.036966,40.22,72676.22
abnormal_infrastructure,low,26,2026-05-17 15:41:13.036966,1.38,363.39
abnormal_infrastructure,low,15,2026-05-17 16:01:10.036966,1.36,415.36
power_outage,low,45,2026-05-17 16:46:40.036966,4.06,1262.21
water_pressure_drop,medium,105,2026-05-17 17:53:50.036966,3.3,1026.11
tank_overflow,high,316,2026-05-17 19:11:48.036966,16.89,12397.2
power_outage,critical,1909,2026-05-17 19:26:24.036966,36.16,65187.59
power_overload,medium,78,2026-05-17 19:30:25.036966,4.03,1801.34
water_pressure_drop,high,162,2026-05-17 19:52:35.036966,12.07,6766.24
abnormal_infrastructure,high,392,2026-05-17 21:14:49.036966,3.98,2566.22
tank_overflow,medium,49,2026-05-17 21:53:47.036966,2.44,978.63
power_overload,critical,619,2026-05-17 22:24:05.036966,13.1,22155.59
water_shortage,medium,102,2026-05-17 22:48:20.036966,4.83,1909.28
water_pressure_drop,high,244,2026-05-17 23:52:07.036966,30.37,16495.25
power_overload,low,22,2026-05-18 00:04:55.036966,4.37,1068.15
water_pressure_drop,critical,1888,2026-05-18 01:47:49.036966,18.33,19946.95
abnormal_infrastructure,critical,2103,2026-05-18 02:52:03.036966,42.27,51030.39
tank_overflow,low,20,2026-05-18 05:29:49.036966,0.97,256.69
power_outage,high,319,2026-05-18 05:34:39.036966,17.16,15542.72
power_outage,high,400,2026-05-18 05:54:49.036966,19.02,17213.53
power_outage,low,9,2026-05-18 06:31:16.036966,2.17,914.02
water_pressure_drop,critical,1522,2026-05-18 06:59:55.036966,26.72,29163.04
water_pressure_drop,medium,109,2026-05-18 07:01:45.036966,1.39,842.4
water_pressure_drop,high,219,2026-05-18 07:21:46.036966,14.48,7927.82
power_overload,critical,1781,2026-05-18 07:42:25.036966,55.67,93879.58
water_shortage,high,547,2026-05-18 07:58:18.036966,5.39,3807.04
water_shortage,medium,115,2026-05-18 07:59:44.036966,4.89,1790.86
power_overload,low,20,2026-05-18 08:53:33.036966,2.65,793.27
tank_overflow,low,20,2026-05-18 10:03:26.036966,1.45,339.99
water_pressure_drop,low,24,2026-05-18 11:01:51.036966,1.48,416.7
abnormal_infrastructure,critical,1246,2026-05-18 11:43:28.036966,30.39,36581.36
power_outage,critical,1108,2026-05-18 11:52:20.036966,91.5,164824.6
water_pressure_drop,critical,1535,2026-05-18 12:37:08.036966,26.6,28850.86
tank_overflow,high,338,2026-05-18 13:24:06.036966,31.02,22480.74
tank_overflow,medium,85,2026-05-18 14:37:35.036966,5.59,2143.71
power_overload,critical,1746,2026-05-18 15:18:15.036966,48.59,81868.21
water_pressure_drop,medium,64,2026-05-18 15:24:26.036966,4.43,1734.17
water_pressure_drop,low,14,2026-05-18 16:00:03.036966,1.14,448.11
water_pressure_drop,medium,51,2026-05-18 16:28:11.036966,3.66,1198.64
abnormal_infrastructure,medium,93,2026-05-18 16:31:14.036966,6.04,1938.15
tank_overflow,critical,1625,2026-05-18 16:52:14.036966,53.99,78037.66
water_pressure_drop,critical,2218,2026-05-18 17:08:28.036966,28.23,30643.88
tank_overflow,low,20,2026-05-18 17:33:17.036966,1.05,345.31
water_shortage,medium,165,2026-05-18 19:02:06.036966,3.21,1225.77
water_pressure_drop,high,162,2026-05-18 20:32:00.036966,9.47,5509.43
power_overload,critical,2385,2026-05-18 21:33:26.036966,15.74,26528.68
abnormal_infrastructure,high,217,2026-05-18 22:57:04.036966,13.52,8448.89
abnormal_infrastructure,critical,993,2026-05-18 23:53:51.036966,23.22,28156.15
power_outage,critical,1270,2026-05-19 00:52:12.036966,175.02,315286.54
power_overload,critical,1341,2026-05-19 01:12:29.036966,155.19,260842.05
abnormal_infrastructure,low,25,2026-05-19 02:32:57.036966,1.76,658.72
power_overload,critical,1253,2026-05-19 03:07:34.036966,53.02,89350.47
tank_overflow,low,18,2026-05-19 03:48:06.036966,1.07,340.42
power_overload,medium,43,2026-05-19 04:30:30.036966,3.87,1912.28
power_outage,high,591,2026-05-19 04:39:43.036966,13.41,12200.59
abnormal_infrastructure,critical,2059,2026-05-19 04:46:15.036966,71.6,85968.4
power_outage,low,25,2026-05-19 05:08:02.036966,3.43,955.99
water_shortage,high,625,2026-05-19 05:25:05.036966,11.25,7836.63
abnormal_infrastructure,critical,802,2026-05-19 05:53:05.036966,32.4,39339.0
tank_overflow,critical,410,2026-05-19 05:57:25.036966,18.48,26955.43
tank_overflow,high,232,2026-05-19 07:19:58.036966,28.09,20582.73
power_outage,low,33,2026-05-19 08:04:29.036966,2.52,849.58
power_outage,high,288,2026-05-19 10:03:53.036966,10.1,9286.28
power_overload,high,217,2026-05-19 10:04:20.036966,16.19,13765.35
power_outage,medium,76,2026-05-19 11:14:00.036966,3.95,2039.05
water_shortage,high,631,2026-05-19 11:43:04.036966,11.32,7549.53
power_overload,critical,1939,2026-05-19 12:13:21.036966,18.96,32157.18
power_outage,critical,2577,2026-05-19 12:25:29.036966,68.42,123318.04
abnormal_infrastructure,medium,45,2026-05-19 13:16:54.036966,5.04,1608.82
power_overload,medium,91,2026-05-19 13:42:21.036966,7.91,3527.23
water_pressure_drop,critical,2351,2026-05-19 14:08:05.036966,21.54,23562.28
tank_overflow,medium,102,2026-05-19 14:27:11.036966,8.42,3186.62
water_shortage,critical,2487,2026-05-19 14:33:56.036966,61.14,80956.53
tank_overflow,critical,1170,2026-05-19 15:40:53.036966,40.82,59131.05
water_pressure_drop,high,347,2026-05-19 16:09:11.036966,15.79,8674.92
abnormal_infrastructure,critical,1454,2026-05-19 16:22:40.036966,81.81,98384.99
water_pressure_drop,medium,83,2026-05-19 17:12:58.036966,2.43,850.85
water_pressure_drop,low,16,2026-05-19 17:49:49.036966,1.31,443.3
tank_overflow,medium,73,2026-05-19 18:28:20.036966,2.95,1293.68
power_outage,low,27,2026-05-19 19:00:42.036966,2.7,735.1
water_pressure_drop,low,15,2026-05-19 20:29:24.036966,1.11,277.04
water_shortage,medium,66,2026-05-19 20:38:26.036966,3.06,1566.01
power_overload,medium,38,2026-05-19 20:58:15.036966,3.76,1734.82
tank_overflow,critical,671,2026-05-19 23:29:15.036966,27.31,39673.12
power_outage,critical,1174,2026-05-19 23:53:49.036966,63.87,115089.8
water_pressure_drop,medium,103,2026-05-19 23:57:47.036966,4.53,1617.02
power_outage,high,190,2026-05-20 00:03:07.036966,28.05,25407.06
power_outage,high,508,2026-05-20 00:30:35.036966,32.9,29905.01
water_shortage,medium,81,2026-05-20 00:56:00.036966,2.77,1023.96
power_outage,medium,90,2026-05-20 01:32:21.036966,10.49,4970.34
tank_overflow,high,224,2026-05-20 03:57:05.036966,16.35,11988.1
power_outage,critical,1953,2026-05-20 06:09:38.036966,30.65,55405.11
water_pressure_drop,medium,27,2026-05-20 08:51:21.036966,1.45,682.66
water_shortage,high,339,2026-05-20 09:39:20.036966,8.3,6159.42
power_overload,high,282,2026-05-20 10:03:37.036966,13.38,11362.48
water_pressure_drop,critical,1763,2026-05-20 10:13:30.036966,25.97,28322.84
water_shortage,high,310,2026-05-20 10:50:25.036966,5.58,3867.42
power_overload,critical,2017,2026-05-20 10:55:00.036966,43.69,73627.45
power_overload,low,15,2026-05-20 11:34:31.036966,1.33,368.46
tank_overflow,medium,89,2026-05-20 12:44:04.036966,2.95,1266.75
water_pressure_drop,critical,600,2026-05-20 14:06:33.036966,32.99,35716.14
tank_overflow,medium,92,2026-05-20 14:48:54.036966,3.38,1461.58
power_overload,medium,66,2026-05-20 14:54:32.036966,4.34,1941.72
abnormal_infrastructure,medium,104,2026-05-20 16:20:57.036966,2.65,976.38
abnormal_infrastructure,high,473,2026-05-20 17:09:08.036966,5.71,3497.78
abnormal_infrastructure,medium,55,2026-05-20 17:41:57.036966,3.63,1261.16
tank_overflow,critical,586,2026-05-20 18:46:47.036966,10.49,15324.1
tank_overflow,critical,1517,2026-05-20 19:21:50.036966,27.39,39653.2
power_overload,medium,42,2026-05-20 20:07:02.036966,9.73,4280.13
water_shortage,high,382,2026-05-20 20:18:29.036966,12.36,8525.11
tank_overflow,critical,529,2026-05-20 20:29:24.036966,45.38,65528.29
abnormal_infrastructure,medium,101,2026-05-20 21:21:29.036966,3.73,1256.06
water_pressure_drop,low,9,2026-05-20 22:09:39.036966,1.18,389.51
power_outage,critical,750,2026-05-20 23:28:16.036966,36.43,65951.26
water_pressure_drop,high,336,2026-05-21 00:14:22.036966,6.91,3848.05
water_shortage,low,15,2026-05-21 00:41:33.036966,1.04,464.01
power_outage,high,516,2026-05-21 00:48:51.036966,21.45,19436.13
water_pressure_drop,critical,580,2026-05-21 00:57:16.036966,75.27,81603.99
water_shortage,high,679,2026-05-21 02:35:01.036966,18.58,12640.69
water_pressure_drop,critical,1621,2026-05-21 03:19:52.036966,20.03,21888.92
tank_overflow,medium,81,2026-05-21 03:58:32.036966,4.77,2004.31
water_pressure_drop,medium,59,2026-05-21 05:01:02.036966,3.24,998.46
water_shortage,high,156,2026-05-21 05:25:39.036966,34.64,23031.89
water_shortage,low,24,2026-05-21 06:47:07.036966,1.91,526.16
water_shortage,low,25,2026-05-21 06:54:03.036966,1.38,315.73
power_overload,medium,80,2026-05-21 08:01:05.036966,7.51,3495.32
tank_overflow,low,21,2026-05-21 09:57:09.036966,1.33,410.82
water_shortage,low,42,2026-05-21 11:24:01.036966,1.72,435.58
water_pressure_drop,high,383,2026-05-21 12:34:06.036966,16.61,9115.67
tank_overflow,high,398,2026-05-21 13:01:54.036966,6.86,5177.15
water_pressure_drop,low,11,2026-05-21 13:08:52.036966,0.93,300.66
power_outage,critical,1744,2026-05-21 14:36:48.036966,61.73,111271.97
tank_overflow,medium,54,2026-05-21 15:06:18.036966,4.01,1637.95
water_shortage,medium,73,2026-05-21 16:06:40.036966,4.5,1630.68
water_pressure_drop,low,12,2026-05-21 16:27:00.036966,0.95,405.52
abnormal_infrastructure,critical,2476,2026-05-21 22:37:53.036966,14.99,18162.23
water_shortage,medium,159,2026-05-21 22:47:36.036966,6.08,2059.51
tank_overflow,high,307,2026-05-21 22:59:44.036966,15.82,11554.93
water_pressure_drop,high,113,2026-05-22 00:49:26.036966,8.4,4591.78
tank_overflow,medium,76,2026-05-22 01:15:58.036966,5.68,2216.39
abnormal_infrastructure,low,7,2026-05-22 01:39:19.036966,1.79,536.46
water_shortage,low,28,2026-05-22 01:53:26.036966,2.86,846.55
power_overload,critical,1089,2026-05-22 02:19:12.036966,67.24,113126.13
water_shortage,high,381,2026-05-22 02:28:09.036966,13.21,9189.28
abnormal_infrastructure,low,15,2026-05-22 03:43:20.036966,1.82,862.9
power_outage,medium,178,2026-05-22 04:12:21.036966,3.77,1863.77
power_overload,low,5,2026-05-22 04:14:51.036966,2.15,672.94
water_shortage,high,654,2026-05-22 04:40:23.036966,14.5,9694.13
water_shortage,critical,2092,2026-05-22 06:03:19.036966,86.39,114255.13
water_shortage,medium,175,2026-05-22 06:57:10.036966,5.74,2089.28
water_shortage,critical,2377,2026-05-22 06:59:18.036966,117.85,155808.61
tank_overflow,critical,2130,2026-05-22 07:09:23.036966,44.82,64850.75
power_overload,critical,2169,2026-05-22 07:13:10.036966,15.93,27023.13
power_outage,medium,162,2026-05-22 08:11:38.036966,8.44,3972.04
water_pressure_drop,critical,1232,2026-05-22 08:29:50.036966,12.43,13581.32
power_outage,critical,3268,2026-05-22 08:55:29.036966,49.87,90096.5
power_outage,low,10,2026-05-22 09:18:01.036966,3.07,1042.06
water_pressure_drop,high,127,2026-05-22 10:33:16.036966,8.06,4470.4
water_pressure_drop,low,28,2026-05-22 11:08:21.036966,1.14,292.44
abnormal_infrastructure,high,455,2026-05-22 11:14:00.036966,11.84,7334.07
water_pressure_drop,medium,96,2026-05-22 11:48:14.036966,3.41,1369.11
power_overload,low,22,2026-05-22 12:05:51.036966,2.25,575.88
tank_overflow,medium,112,2026-05-22 12:30:40.036966,5.43,2153.13
water_pressure_drop,critical,1212,2026-05-22 13:34:56.036966,28.6,31084.38
abnormal_infrastructure,critical,1571,2026-05-22 13:49:49.036966,22.77,27527.83
water_pressure_drop,high,494,2026-05-22 16:02:01.036966,8.73,4895.33
power_outage,medium,151,2026-05-22 16:11:29.036966,9.24,4349.56
power_overload,critical,559,2026-05-22 16:23:50.036966,151.17,254120.91
power_overload,critical,750,2026-05-22 19:58:54.036966,68.45,115267.75
water_shortage,high,370,2026-05-22 20:09:56.036966,25.63,17057.35
abnormal_infrastructure,medium,36,2026-05-22 20:23:39.036966,3.59,1155.53
power_overload,medium,101,2026-05-22 22:49:28.036966,4.86,2137.44
power_overload,low,20,2026-05-22 22:53:40.036966,1.47,420.06
power_overload,critical,1498,2026-05-22 23:08:06.036966,37.5,63214.87
power_overload,critical,476,2026-05-22 23:26:48.036966,59.03,99515.49
power_overload,high,299,2026-05-23 00:00:59.036966,9.3,7902.38
power_overload,medium,66,2026-05-23 00:45:39.036966,4.77,2356.67
abnormal_infrastructure,low,13,2026-05-23 01:00:55.036966,1.14,530.49
water_pressure_drop,low,16,2026-05-23 01:25:52.036966,1.07,240.66
water_shortage,high,523,2026-05-23 05:00:36.036966,13.55,9230.7
power_overload,high,239,2026-05-23 05:18:33.036966,8.73,7742.4
power_outage,critical,1728,2026-05-23 07:12:31.036966,25.87,46748.26
abnormal_infrastructure,medium,119,2026-05-23 07:22:27.036966,3.94,1473.98
tank_overflow,medium,61,2026-05-23 07:36:08.036966,2.4,1081.79
water_shortage,low,10,2026-05-23 08:29:14.036966,1.51,550.94
water_shortage,critical,696,2026-05-23 09:52:01.036966,38.26,50656.77
water_pressure_drop,high,328,2026-05-23 11:48:39.036966,5.02,3125.58
power_outage,critical,3229,2026-05-23 12:46:04.036966,116.96,210729.46
power_outage,high,562,2026-05-23 12:55:20.036966,15.34,14064.72
tank_overflow,low,22,2026-05-23 14:36:35.036966,1.21,367.93
water_pressure_drop,high,213,2026-05-23 14:56:03.036966,35.2,19092.46
water_pressure_drop,medium,82,2026-05-23 14:59:49.036966,2.0,788.33
water_shortage,critical,1032,2026-05-23 15:27:31.036966,44.62,59001.45
water_shortage,medium,159,2026-05-23 15:37:49.036966,10.43,3648.35
tank_overflow,high,243,2026-05-23 16:19:35.036966,15.42,11216.38
power_overload,medium,30,2026-05-23 16:27:35.036966,9.38,4184.93
tank_overflow,critical,1749,2026-05-23 17:40:01.036966,20.34,29625.16
tank_overflow,medium,96,2026-05-23 18:47:35.036966,4.05,1972.51
abnormal_infrastructure,medium,59,2026-05-23 19:39:51.036966,2.5,911.73
abnormal_infrastructure,low,23,2026-05-23 20:05:51.036966,1.76,658.01
power_outage,low,33,2026-05-23 20:12:22.036966,2.04,755.26
tank_overflow,high,313,2026-05-23 20:20:44.036966,15.76,12076.4
tank_overflow,low,22,2026-05-23 20:37:30.036966,1.28,447.13
tank_overflow,medium,81,2026-05-23 21:14:06.036966,4.65,1761.14
water_pressure_drop,low,16,2026-05-23 21:47:23.036966,1.87,393.42
power_overload,high,152,2026-05-23 22:13:03.036966,16.42,14053.14
tank_overflow,low,25,2026-05-23 22:36:34.036966,1.13,295.14
water_shortage,high,718,2026-05-23 23:01:49.036966,15.71,10536.3
tank_overflow,medium,31,2026-05-23 23:24:39.036966,4.38,1830.02
tank_overflow,medium,54,2026-05-23 23:33:54.036966,8.46,3214.62
abnormal_infrastructure,low,28,2026-05-24 01:50:28.036966,1.57,424.23
water_shortage,medium,70,2026-05-24 02:32:39.036966,3.61,1472.23
abnormal_infrastructure,medium,77,2026-05-24 03:52:20.036966,2.13,769.74
tank_overflow,critical,1273,2026-05-24 04:42:38.036966,15.6,22707.83
tank_overflow,critical,1568,2026-05-24 05:02:57.036966,67.71,97598.12
power_outage,medium,85,2026-05-24 07:24:10.036966,6.2,3150.59
power_overload,low,25,2026-05-24 07:42:49.036966,2.55,683.32
water_shortage,critical,1410,2026-05-24 09:21:46.036966,24.76,32908.52
water_shortage,low,27,2026-05-24 10:16:07.036966,0.99,404.48
abnormal_infrastructure,critical,1844,2026-05-24 12:47:02.036966,50.23,60663.99
tank_overflow,low,23,2026-05-24 13:39:17.036966,1.15,309.83
abnormal_infrastructure,low,30,2026-05-24 14:03:01.036966,1.54,320.34
power_overload,low,15,2026-05-24 14:13:15.036966,1.54,436.51
tank_overflow,critical,1190,2026-05-24 15:32:18.036966,56.66,81892.47
water_shortage,high,484,2026-05-24 16:40:34.036966,13.84,9342.55
power_outage,medium,85,2026-05-24 17:01:42.036966,6.02,3156.24
abnormal_infrastructure,high,386,2026-05-24 18:15:22.036966,5.75,3550.62
water_pressure_drop,low,7,2026-05-24 18:17:52.036966,1.09,439.46
abnormal_infrastructure,high,158,2026-05-24 19:50:56.036966,6.85,4206.81
water_shortage,high,633,2026-05-24 20:29:29.036966,9.98,6714.97
abnormal_infrastructure,high,386,2026-05-24 20:30:17.036966,16.49,10082.57
power_overload,low,23,2026-05-24 20:35:50.036966,2.29,578.68
water_shortage,medium,43,2026-05-24 20:46:07.036966,1.92,748.5
power_outage,low,39,2026-05-24 21:35:50.036966,3.35,905.54
power_overload,high,261,2026-05-24 21:46:56.036966,11.01,9756.37
abnormal_infrastructure,low,24,2026-05-24 22:04:58.036966,1.66,351.69
water_pressure_drop,critical,1213,2026-05-24 22:09:00.036966,42.55,46281.1
tank_overflow,critical,1512,2026-05-24 23:54:21.036966,19.37,28074.2
water_pressure_drop,high,461,2026-05-25 02:30:00.036966,6.71,3923.2
water_pressure_drop,medium,43,2026-05-25 03:58:58.036966,4.36,1389.35
power_overload,critical,2216,2026-05-25 05:29:49.036966,21.37,36383.36
water_pressure_drop,critical,928,2026-05-25 05:31:00.036966,27.09,29383.39
power_outage,high,454,2026-05-25 06:19:57.036966,28.42,25670.34
water_pressure_drop,critical,829,2026-05-25 08:27:45.036966,13.47,14906.11
